""	"textOriginal"
"4761"	"Masyarakat gorong2... 🤭"
"4762"	"Masyarakat harus bersykurlah ibu kota pindah k Kalimantan. Klo ada satu dua orang yg protes ya wajarlah. Jangan dibuat politislah mbak Nana. Hidup pak Gub👍👍👍"
"4763"	"Masyarakat ini hanya di jadikan orang²ngan.... Semua hak pemerintah... Mau di apa terserah dia.."
"4764"	"Masyarakat Kalimantan terutama Kaltim merasa hepy, senang dan ok. Setiap projek itu selalu ada minesnya tetapi tentu banyak kebaikannya, jadi MN coba jangan khawatir berlebihan dan mencari2 kekurangan apalagi kesalahan.  Belajar menghargai niat baik"
"4765"	"Masyarakat setuju kah kok ngebet bnget"
"4766"	"Masyarakat suruh gugat perusahaan,bukankah anda dipilih menjadi gubernur sebagai penyambung lidah rakyat bila terjadi ketidakadilan !rakyat suruh gugat tapi anda yang back up perusahaan.tolol sekali anda pak 🙃"
"4767"	"Masyarakat tidak butuh ibukota baru!!!!!
Sejahtera kan dulu masyarakat, jika ada uang lebih, bolehlah buat kantor elitis.
Jangan uang hutangan dibuat untuk sesuatu yang tidak urgent, nanti masyarakat yang disuruh bayar?!?!?!"
"4768"	"Masyarakat welcome? Pak isran noor bercanda :)) Apakabar tentang kebohongan mu itu hemm"
"4769"	"mata duitan"
"4770"	"Mata kadrun 🤣🤣🤣"
"4771"	"Mata najua ini mencari alsan dan mencari kesalahan keslahan AZ gimana klau kita somasi g usah datang ke Kaltim AZ saudaraku warga kaltim"
"4772"	"Mata Najwa ,ko ini mencari kesalahan apa masalahmu"
"4773"	"Mata najwa .Perhatikan juga warga NTT  kab. NAGEKEO.warga di tindas karena mega proyek waduk lambo"
"4774"	"Mata Najwa mau jadi Tuhan ya.. banjir itukan bencana alam.. manusia mana bisa menghilangkan nya.. manusia cuma bisa mengantisipasi nya...tidak ada juga yg mau rumah nya kena banjir.. meski pun dia orang susah..jangn mengadu domba deh.. makin lama makin ngasal ni acara.."
"4775"	"Mata najwa semangat terus ya  aku lagi merantau ni di kalteng"
"4776"	"Mata NAJWA semua kau koreksi 
datang lah sndiri lahat biar kau puas
siapa tau yg kau tanyai enggak
memberi ketsrangan yg benar"
"4777"	"Mata Najwa tdk ubahnya dgn oposisi selalu mengkritik program pemerintah dia tdk mikir Jakarta akan seperti apa kalau ibu kota tdk pindah.???"
"4778"	"Mata najwa, skrg provokator."
"4779"	"Matana jiwa  pendapat rakyat keciltdk ngerti apa"
"4780"	"Mau bikin ibu kota mau gak terserah kalian."
"4781"	"Mau cari kesalahan ,,,lu"
"4782"	"Mau ganti Anies sbg 'Gubernur Ibukota' .., mahal kali .. biayanya. Hhh ..."
"4783"	"Mau kasih info aja ya, sekarang kalau kalian ke kalimantan yang katanya pas isran akan ngelihat hutan aja, saya ragu untuk membenarknnya, setau saya karna saya yang tinggal di kalimantan, saat kalian jalan ke pelosok2 seperti kab. Kutim yang kalian lihat bukan hutan saja tapi kebun sawit yang luas dan tambang2 yang seperti kolam raksasa"
"4784"	"Mau kmna mnpun silkank.. Ttp milih yg. Puya kuasa allah swt"
"4785"	"Mau numpuk hutang aja JKW....ga mikir kamu sama rakyat...kecil yg nati ya kamu suruh bayar hutang 2 ke cina...."
"4786"	"Mau pindah ke mau ga ke bodo amat....ga bisa byar utang hbis pndah ibukota  pling jual pulau y..."
"4787"	"Mau seperti apapun 
Warga lokal
Jgn mau pindh
Kita harus menjaga tanah nenek moyang 👍👍👍"
"4788"	"Mau tenggelam ga ada urusan"
"4789"	"Maupindah ibu kota  cuma omong doang ,pembangunan  menghabiskan uang saja , saya harap cerpat pada pindah  biar jakarta adem nga gerah  terlalu  banyak orang ."
"4790"	"Mba mau saran bahas topik pemerkosaan santri oleh guru korban banyak, yg hamil 8,5 bayi udah lahir dan dijadiin alat buat cari uang. Apakah tersangka bisa dihukum mati atau dikebiri di Indonesia?"
"4791"	"Mba Nana cocok jd menteri kesejahteraan rakyat"
"4792"	"mba nazwa koq cantik banget yah.. yg setuju like"
"4793"	"Mbak najwa bahas tentang desa wadas tolong biar satu indonesia tau benar apa yang terjadi di sana, terimakasih"
"4794"	"mbak Najwa.. kai' satu ini agak lain memang.."
"4795"	"Mbak Nana bahas minyak goreng dong knpa bisa mahal"
"4796"	"Mboten nopo\" SAE Mawon 
Ibu kota Baru 
Semoga Banyak Banyak Pabrik Atas Nama Indonesia 🇮🇩 Kelak 
Biar Menurun kan Penganguran Di Tanah Air Tercinta 🇮🇩🇮🇩"
"4797"	"MEGA CUAN INI MAH, JADI WAJAR PADA SEMANGAT"
"4798"	"Melihat jakarta yg sudah penuh sesak sumpek dan terancam dengan berbagai musibah alam, memang kita sudah waktunya untuk memikirkan Pemindahan ibu Kota."
"4799"	"Memakmurkan perekonomian 1,2, 3, 4, 5 dst wilayah atau 1, 2, 3, 4 pulau harus ya dipindah dulu ibukotanya?👍👍"
"4800"	"memaksa? kaga anjir gua setuju si ga tau yang lain"
"4801"	"Memaksakan bgt .. urgensi nya apa ya .. lihat masyarakat lahan nya dan hutan kalian hilangkan . Bukan utk kepentingan bangsa dan negara tp kepentingan kalian .. devisa engga Ada , hutang meningkat... wkwkwkwkw Happy dr mana pak lihat masyarakat mu .. lihat lah dampak lingkungan .:."
"4802"	"Meman benar apa yg disampikan mata Najwa"
"4803"	"MEMANG CUMA PAK ANIES DOANG YG SANGAT PEDULI DGN RAKYATNYA,, PAK ANIES FOR PRESIDEN 2024"
"4804"	"Memang gaya nya begitu kali ya sang Gubernur. Atau spy tdk terjebak dgn narasi Najwa, siapkan  jawaban seadanya dan smpkan yg master plan aja,  yg remeh temeh cukup dgn bilang kaciaaannn. he he.."
"4805"	"Memang kurang matang jalan pikiran memindahkan ibu kota baru ke pulau Kalimantan, bukan tidak boleh tapi jangan meninggalkan tanah Jawaduwiva, sebab tanah di pulau Kalimantan itu, terdiri dari lapisan tanah gambut, ada bukti yang saya lakukan bahwa diseluruh anak sungai di hilir airnya bening tetapi terasa sepat kayu bahwa sewktu waktu akan terjadi musim kemarau yang sangat panjang seperti yang perna dialami oleh Nabi Yacub Alaihissalam dimana terjadi musim kekeringan selama 7 tahun kalau saja bukan Nabi Yusup Alahhissala yang memerintah maka apa jadinys, sama seperti sekarang dengan Covid-19 akan silih berganti seperti yang perna dialami Nabi Ayub Alahissalam yang diuji Allah SWT dengan virus yang menjijikan, mematikan, putera puteri beliau, tanaman kebun, hewan ternak, bagaikan dibakar habis, sebagai ujian keimanannya, cuma saya sesali ucapan dari Gubernur KLTIM, sungguh miris sekali, ini narasi otak penjajah, tidak pahamkah sarat-sarat berdiri satu negara harus ada apa, baca Pasal 1 ayat 2 UUD 1945, percuma Bpk Presiden Jokowidodo peting petang tidak tidur memikirkan"
"4806"	"Memang mantap gubernur yg ini, ngasal az kalo jawab sekenanya"
"4807"	"Memangnya kita bisa ap, yg bisa kita lakukan cuma kerja keras jd orang kaya trus ikut nikmati proyek. Nyatanya kita ini orang miskin, cma bsa teriak2 terus diabaikan. Kita gak bsa ap2, ap lg lawan pejabat negara"
"4808"	"membangun Ibu Kota baru akan langsung membuat perekonomian Endonesia Meroket."
"4809"	"Membangun isu baru yg lebih besar, untuk mengubur bebagai permasalahan yg ditimbulkan.....  Kebohongan ESEMKA, pembunuhan 6 suhada, penistaan ulama, bohong tidak impor ......"
"4810"	"Membangun sebuah kota bahkan negara itu sangat susah, kita di hadapkan dengan permasalahan yg komplek, karna apa, Susah juga kalau jadi pak Jokowi, kalau kita permak Jakarta, berhadapan sama masyarakat, kalau kita bangun kota dikaltim berhadapan dengan masyarakat, misal aja banjir di Jakarta,. Mau gak mau kita harus gusur rumah di pesisir sungai, di lebarin atau dikasi buat resapan, mau gusur rumah warga di ganti perkomplekan di tanah kosong, warga ngamuk karna katanya kalau jualan temlatnya gak bisa selaris tempat sebelumnya, kalau rumahnya di ganti rumah susun, kendala biasanya di perairan, dan susahkan, udah dari jaman Kartini juga kan banjir ada, Terus gimana sampai sekarang emang susah satuin pikiran  itu, karna pada dasarnya kalau memang mau tumbuh itu harus ada yg dikorbankan. Cuma kita harus bisa memilih mana yg mempunyai konsekuensi yg kecil. Dan tidak merugikan satu sama lain."
"4811"	"Membangun tnpa konsep,modal ngutang lagi."
"4812"	"Membangun utk maju kalo takut dgn tantangan dan masalah lebih baik tidur saja"
"4813"	"Membicarakan lingkungan hidup dengan orang yg tidak perduli dengan lingkugan"
"4814"	"Memindahkan ibukota baru terlalu memaksakan diri seolah2 ini rezim sangat berprestasi, padahal ini rawan sekali menjadi ladang korupsi dan alat memperkaya segelitir orang dan kelompoknya, mana dananya dapat dari ngutang"
"4815"	"Menang banyak pak 
 Jokowi dodo membangun pemerintahan kalimantan.....
Nanti setelah pensiun jokowi periksa kekayaanya......"
"4816"	"Menangis saya membayangkan Nasib ekosistem hutan kami..ya allah lindungi bumi yg akan dirusak😭😭"
"4817"	"Mencari mencari.....yeeee😂🤣🤣😅"
"4818"	"Mendadak serasa tipiwan. Mendadak Najwa seperti reporter tipiwan 🤔🤔 hmmmmm...... Degradasi......"
"4819"	"Mending ibukota pindah ke papua. Atau stidaknya di china,rusia,amrik,..."
"4820"	"Mending uangnya buat mensejahterakan rakyat 
Ngapain buat ibu kota baru"
"4821"	"Menerpa air didulang terpercik muka sendiri."
"4822"	"Mengakunya masyrakat adat tp mereka sebagian besar pendatang.. 😂😂😂"
"4823"	"Mengamati kalimat yg di ucapkan gebenur Kaltim.tetap kekeh mau mendirikan ibukota di Kaltim tanpa memikirkan likungan"
"4824"	"Mengapa Kalimantan (Kaltim) di pilih menjadi IKN Baru ?
1. Letak Kaltim berada di tengah wilayah Indonesia (walaupun tidak persis di tengah) , yang memudahkan Masyarakat Maluku, Papua, NTT untuk ber urusan ke IKN.

2. Di Kalimantan / Kaltim tidak ada gunung berapi (merapi).

3. Dari cerita orang² tua terdahulu di Kaltim, Kaltiim (Kalimantan) tidak pernah terjadi gempa bumi.

4. Tanah/ Gunung² di Kaltim minim dari longsor.

5. Di Kaltim tidak ada tanah bergeser.

6. Terdapat sumber air tawar melimpah yang tak pernah kering meski di musim kemarau.

7. Daerah Kalimantan sangat luas.
Luas Kaltim-Kaltara-Kalsel-Kalteng-Kalbar sama dengan 5x luas pulau jawa+madura.
Kalimantan Sabah - Serawak sama dengan 2x luas p.jawa.

7. Daerah yang kaya dengan sumber daya alam.

8. Penduduk di Kalimantan (Kaltim) masih sedikit.

9. Kaltim daerah yang hetrogen, semua etnis suku di Indobesia sudah ada mukim di Kaltim.

10. Tersedia lahan kosong yang luas untuk pertanian, perkebunan, peternakan, perikanan.
11."
"4825"	"menggebu2 sekalih pak."
"4826"	"menggugat perusahaan = meninggal percuma."
"4827"	"Menghabisi hutan kok bilang gak ada yg dirugikan, woi yg bener aja, bener2 gak bener. #halah"
"4828"	"Mengutip kalimat gubernur kaltim\"banjir ituh bisa terjadi diseluruh dunia\"
Hehehe"
"4829"	"Menit 6:00
Pertanyaan ini, jawabannya begitu, wkwkwkwk apaan si"
"4830"	"Menormalisasi banjir. Kacau"
"4831"	"Menteri lingkungan hidup aja kaya gitu. 
Demi proyek besar pak Jokowi lingkungan hidup jangan menjadi alasan 😩"
"4832"	"Menurut gua pindah aja ke jonggol seperti gagasan presiden dulu ... aman dari banjir dan tsunamk"
"4833"	"Menurut gw ibu kota yg baru, yg paling ideal adalah\" BOGOR\""
"4834"	"Menurut ku sih bgus sih Kalimantan di jadikan ibukota, selain posisi dn letaknya yg berada ditenga² Indonesia, jg betul sngt minim terjadi gempa bumi. 

Masalah banjir sy pernah tinggl di kaltim dari tahun 2000-2012 memang tiap tahun terjadi padahal sungai disana sangat dalam dan sangat lebar, tp banjir ttp terjadi.

Dengan pindahny ibukota negara ke sana, pembangunan pasti semakin cepat dn berdampak ke wilayah sekitarnya kalsel, kalbar, dsb. Dan tentunya berdampak langsung jg ke masyarakat sekitar, lapangan pekerjaan untuk orang lokal ketika pembangunan berlangsung.

Di sana banyak perusahaan² kayu, penambangan batu bara, kalau pemerintahan pindah kesana, perusahaan² tsb bisa lebih di awasi langsung oleh pemerintah, yg terbukti melanggar bisa langsung di cabut izinya.

Di tempatku dulu jarak dari desa ke kota sekitar 2 jam darat jalanny tanah kalau hujan gk jarang bermalam di tengah hutan karna mobil pasti gk bisa lewat, Alhamdulillah sejk awal baru setelah perintahan sekarang masyarakat sana merasakan jalan aspal (dapet kabar dari teman² yg masih tiggl disana). Dn sy yakin dngn pemindahan pusat pemerintahan kesana Kalimantan bakalan bisa jd lebih makmur, dn masyarakat nya merasakan hasil dari kekayaan alam  \"Ditanahnya Sendiri\""
"4835"	"Menurut saya dibangun diatas gunung saja ikn supaya gak kebAnjiran"
"4836"	"Menurut saya orang awam, 
Knapa ada rencana pemindahan ibu kota ke kaltim, 
Tujuanya mungkin, agar perekonomian  di  sana bisa lebih bagus, merata seperti di pulau Jawa yg sudah padat dgn pembagunan, 
Dgn adanya brita pemindahan ibu kota ke kaltim maka dgn bgt para investor akan membangun gedung\" Perkantoran, pabrik\", perumahan,  dan pasti msh banyak lgi seperti halnya DKI jakarta, dgn bgt secara tdk lgsg trciptalah lapangan kerja... 
Dgn jangka panjang. Karna di pusat Ibukota pembangunan tdk akan ada habisanya, saya kira ini tujuan yang baik"
"4837"	"menurut saya pemindahan ibukota hanya untuk mengeksploitasi kekayaan kalimantan agar tidak ketahuan
tidak semudah itu memindah ibukota, harus ada alasan untuk masalah keuntungan seluruh rakyat indonesia, dan yg pertama dibangun harus sistem keamanan !"
"4838"	"Menurut sy warga masrakat kalitim harus bersukur ibu kota negara pindah ke kaltim"
"4839"	"Menurutku ya, warga yg tinggal di kota itu yg mayoritas setuju, karena mungkin nanti klo memang jadi, di sana ekonomi akan meningkat. Harga tanah juga naik, pendidikan juga mungkin akan mulai menyusul di Jawa. Yg g setuju itu yg masyarakat dibawah. Secara klo perawatan dan infrastruktur belom bagus,bakal banyak bencana juga.. yg masyarakat dibawah yg sulit"
"4840"	"Menyelamatkan bangsa lebih penting,,JKT kota yg akan tengelam, salut sama jkw"
"4841"	"Merasa didzolimi negara sendiri, rakyatnya gak diajak musyawarah 😢"
"4842"	"Mereka nanti baru tau kalau dampaknya serti banjir, longsor baru masarakat, gubernurnya ateng\" saja gomong, hati\" gubernur kalau rakyat akan mengugat anda."
"4843"	"Mereka semua happy senang, demi bangsa dan negara 😂🤣"
"4844"	"Meski disana banjir juga, ibukota tetap perlu dipindahkan. Jawa udah overcrowded, macet, urbanisasi tidak bisa dihentikan dan biar ada pemerataan juga"
"4845"	"Meskipun banjir dimana\", tp banjir kan bisa di atasi woeee...
Plus dehh mending benahin dulu Jakarta biar g banjir"
"4846"	"Meskipun tanahnya milik negara, kalau ada yg tinggal disana gabisa dong pemerintah menutup mata gitu aja. Paling engga mereka dicarikan tempat tinggal, minimal bgt nih disewakan kost 1thn biar mereka bisa survive."
"4847"	"Minimal 95 % Rayat Indonesia setuju pemindahan Ibokota RI ke Penajam, Salah satu yang tdk setuju pemindahan Ibokota RI itu adalah matanajua."
"4848"	"minta tolong pak Anies..... masalah selesai"
"4849"	"Moga moga aja gk jadi.... IKN...."
"4850"	"Mohon batalkan saja pak pindah ibukota ke Kalimantan...kurang cocok pak di penajam itu... Percayalah tidak akan efektif... Dana yg suangat besar  pak, sementara hutang2 luar negeri saja  sudah sangat besar....sementara rakyat masih banyak miskin hidup serba susah, lebih. Baik fokus utk bagaimana mensejahterakan rakyat....!!??"
"4851"	"mohon izin liputan selanjutnya minta tolong diberi subtitle untuk para teman tuli, terimakasih🙏"
"4852"	"Mohon maaf saya yakin dgn seyakin2nya, setelah ibukota berdiri di Kalimantan bagaimana nasib hutan yg sudah parah karena deforestasi? Memajukan Kalimantan satu2nya solusi bukan IKN tapi keadilan ekonomi dan sosial."
"4853"	"Monggo dipindahkan klo itu semua memadahi, dipikir2 yg mateng. Apa g bisa ditunda dlu..."
"4854"	"Mosi tidak percaya"
"4855"	"Mreka khawtir duit  ganti nya gk ada macam tol balsam pun blom slesai masalah pembayaran nya"
"4856"	"Muda2 han jangan ditenggelamkan ya,,, sayang uangnya"
"4857"	"Mudah 2 an saja terjadi terendam, hanyabuang2 duit, bayarutangnya sama jokowi pd china."
"4858"	"Mudah ditebak gubernurnya siapa ..."
"4859"	"Mudah jika tidak terjadi banjir di ibu kota baru,,, itukan hanya membutuhkan perbaikan setruktur lokasi dan hal hal yg harus di banggun🙏"
"4860"	"Mudah mudahan di jaga tuhan di Kaltim mudah mudahan Jakarta seperti tahun 1960han"
"4861"	"Mudah mudahan tenggelam sekalian"
"4862"	"Mudah-mudahan bisa terendam 5 meter"
"4863"	"Mudah2an bisa diundang korban di rokan hulu baru2 ini, mbak Najwa,  untuk membantunya mencari keadilan di negeri ini, terima kasih 🙏"
"4864"	"Muka mu yg bilang"
"4865"	"Mukidi2 betingke loe."
"4866"	"Mulai dari pemerintah pusat sampai pemerintah daerah berbondong bondong hilangkan hak rakyat pedalaman, hujan datang banjir melanda kekeringan memantau, salahkan siapa..."
"4867"	"MulutMU HARIMAUMU memang sumber MASALAH..😂🤣🤣😅"
"4868"	"Mumpung ada tanah milik negara TIDAK ADA KEWAJIBAN GANTI RUGI, warga tidak dilibatkan dengan alasan TIDAK MENGGANGGU. Jadi ini yg dimaksud pemimpin yg sangat merakyat PRO WONG CILIK."
"4869"	"MUNGKIN ALAM MULAI BOSAN DENGAN TINGKAH PARA KODOK.. 🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸🐸"
"4870"	"mungkin Gubernur nya gak pernah turun ke rakyat, gak dengar curhat rakyat, dengar nya dari stafnya terus."
"4871"	"Mungkin ini gara gara anis nih jadi banjir, air yg dari jakarta masuk kedalam tanah keluar di Kalimantan ibu kota baru🤣🤣🤣🤣🤣"
"4872"	"Mungkin perpindahan ibukota ini cuma sebatas pengadaan mega proyek dan ujung2nya kontraktornya juga dr Cina krn kontraktor dlm negeri dianggap kurang berkelas bahkan materialnya jg didatangkan dari sana"
"4873"	"MUStahil banjirdi IKN karena 50 M  DPL, jika pun iya banjir berati bituh penataan dreynase saluran air dan perbaikan penataan lingkungan penajam itu jauh dri Provinsi saya kira semua masalah disana akan teratasi kalu sdah di sentuh fisiknya oleh IKN"
"4874"	"Nafsu biar dibilang hebat tapi ga tau dampaknya.."
"4875"	"Nah... Kan mau dijadikan ibu kota, perencanaan/Rancangan harus bisa menahan banjir"
"4876"	"Najwa \"mega proyek ambisius\" kl pemimpin g ambisius y negara g bkln maju😂

Ambisius serius&fokus insaalloh recana pak jokowi sukses membangun nkri"
"4877"	"Najwa bangun ajah saluran air pbuangan . Walikota bupati kerjahkan !!!"
"4878"	"Najwa bisa panggil sekelas gubernur. Kacauuu wkwk"
"4879"	"Najwa dan team.... TUMPUL bro"
"4880"	"Najwa ini uda beberapa x terlihat berpihat"
"4881"	"Najwa memancing di air keruh mengusik macan yang lagi tidur"
"4882"	"Najwa mengompori masyarakat sblm wawancara..yg dikompori bibi saya"
"4883"	"Najwa sok tau nih, masalah banjir di kalimantan timur.
Kalau survey jangan satu titik aja, tapi penyampaian seperti sdh survey keseluruhan kalimantan timur"
"4884"	"Najwa...kalau memang tujuan cari berita untuk kebaikan negeri ini, jangan cari² yang sebenarnya akan menghambat kepentingan negara, menjadikan ketidak tentraman, tidak ada yang semuanya serba instan untuk menuju kebaikan.!!!"
"4885"	"Namanya banjir emang dari dulu jamannya kakek nenek juga udah ada.. karena udah konturnya alaminya gitu.. beda dengan jakarta banjir emang karena padat penduduk dan gak mau diatur warganya."
"4886"	"NAMANYA BOCOR  DANA KITA HARUS BIJAK MENYIKAPI   KLU. ADA NIAT KOROPSI  SEMOGA SAMPAI MATI HIDUP NYA SENGSARA  ANAK VUCUNYA."
"4887"	"Namanya jg kai2 kak, mon maap yah :\")"
"4888"	"namanya juga ibu kota baru,..yg dibangun dari nol..ya pasti semuanya sdh diperhitungkan,.. termasuk masalah banjir,.. kalo timnya mb najwa ke lokasi saat ini... yaa pasti blum terlihat perubahannya...mbok yaa..bersabarlah 5 thn ke depan..."
"4889"	"Namanya sebuah kebijakan besar negara sdh pasti ada aspek yg dikorbankan."
"4890"	"Nambah nambah utang aja,"
"4891"	"Nana nana ngolek berita 
Ngak respek
 Blas
Teruskan ayo pak joko wi pindah aja jakarta ke kaltim  mantap
Ora usah dengerin nadwi"
"4892"	"Nana.., hayu kyk sebelum lg..."
"4893"	"Nanti bukan bukan banjir pak tapi benjana bah lkan dari hutan.....hutannya di bikin beton....nggak bisa bayangin deh 30-40 tahun setelahnya.....mudah\"an aman aman saja broo."
"4894"	"nanti di masa depan setelah ibu kota di pindah kesana........\"\"\"kita akan lihat kenapa bapak bapak pendiri bangsa, menempatkan ibukota negara di dataran jawa/di pulau jawa\"\"\""
"4895"	"nanti ibukota banjir juga... hahahha menghindari banjir tapi kena banjir juga ... si bapak ngegas banget..."
"4896"	"Nanti kalau banjir gubernur disana disalahin gak ya"
"4897"	"narasi kena semprot"
"4898"	"natwa 2...."
"4899"	"Nazwa dan wartawan berusaha bikin narasi provokasi"
"4900"	"Nda sopannya.. Eh eh... Pak gubernur itu."
"4901"	"Ndeh argumen gubernur gitu amat"
"4902"	"Negara banyak utang... Mindahin ibukota.. hadehhh....."
"4903"	"Negara itu milik rakyat..Hutan Punya Negara.. Negara milik Rakyat."
"4904"	"Negara lagi susah... ekonomi masih susah, akan membabat hutan untuk membuka proyek ibukota baru, tapi ambisi pribadi mengalahkan akal sehat...demi legasi pribadi ,siap siap saja menerima kemungkinan yang buruk"
"4905"	"Negara miskin , bkin gaya trus kyk khdpan beberapa rkyat 😂"
"4906"	"NEGRIKU NEGRI PARA PENIPU!!!"
"4907"	"Netizen silahkan cari di youtube gimana komentar irsan noor tentang kerusakan alam kaltim yg jadi danau2 terbengkelai peninggalan tambang2 batu bara yg hmpir tiap tahun memakan korban anak2...seperti ndak ada hati komentarnya sbg seorang gubernur.."
"4908"	"Nga usah ditanya klo gubernur ini..."
"4909"	"Ngaco kai isran ini. Negara itu hanya menguasai (diberi kuasa) bukan memiliki. Suruh baca lagi UUD pasal 33."
"4910"	"Ngakak anjirrr..."
"4911"	"Ngakak...iya kali ya mahluk astral gitu"
"4912"	"Ngapain juga pindah ibu kota kurang kerjaan Jokowi"
"4913"	"NGAPAIN ORTU ... KELUARGA ... BELI RUMAH PADA KREDIT di JAKARTA. KPR DI TANGERANG .. TANGSEL .. DEPOK .. BEKASI ... CIKARANG
Di SANA RUMAH DINAS .... PENSIUN .. KELUAR ENTE !!!!"
"4914"	"ngegas bener pa"
"4915"	"Ngegas mulu nih bapaknya😂😂"
"4916"	"Ngenes baca komen anda. Aku cm bs berdoa smg anda sekeluarga kelak bs hdp bahagia dan sejahtera."
"4917"	"Ngeri.......hutan dibabat utk mega proyek....."
"4918"	"ngeselin juga"
"4919"	"NGEYEL ASLI HAHA."
"4920"	"Nggak perlu pindah ibukota... Mendingan hijrah kan rakyat miskin menjadi rakyat yg gemah ripah loh jinawi yg artinya.... Mikir donk loe... Nggak punya duit eh malah ibukota mo di pindah. Ngutang udah gede... Mikir donk"
"4921"	"Ngk apa2 banjir air yg penting nanti banjir uang buat pelaku2 lingkaran setan (KKN).."
"4922"	"Ngk seluruh dunia juga kaliii, di kota taluk Kuantan ngk pernah banjir, padahal sungai besar loo"
"4923"	"Ngomong kyq mau emosi aj ni gubernur"
"4924"	"Ngomongnya belagu banget sih gubernur"
"4925"	"Ngotot amat pak"
"4926"	"Ngotot pak Tua"
"4927"	"Ngutang Mulu bikin sengsara bodoh🤣🤣"
"4928"	"Ni gubernur bikin emosi"
"4929"	"Nih dah tak subscribe"
"4930"	"Nih, pentingnya belajar geologi bagi sekolah menengah atas, HEHEHE ✌️"
"4931"	"Nikmatnya hidup kayak bapak2 boomer yang penuh percaya diri, melihat sesuatu hanya dari sisi \"positif\"nya aja, tidak punya malu, tidak mau dengar, anti kritik, dijaga oligarki, dan makan uang rakyat. 

Wakanda negeri lip service."
"4932"	"Nitip pertanyaan kepada pak gub kenapa kampus ISBI kaltim ga jadi jadi"
"4933"	"NKRI HARGANYA DI MATIKAN OLEH PARA CEBONG DAN THAUKEENYA ..."
"4934"	"No komen aduh 😂"
"4935"	"Noted : Banjir dimana-mana"
"4936"	"Ntar kalo rakyat kecil nge bantah pasti lawan nya aparat negara."
"4937"	"Ntar klu ibk udah dibangun kota satelitnya menyusul tu mbak, jgn dibicarakan skrg, lihat tuh Bekasi, Tanggerang, Depok, jgn di borong mbak Nana penataan lingkungan pasti ada itu urusan bupati/walikota toh"
"4938"	"Nyaman kai bekesah Pang..
Tambahhee lageee"
"4939"	"Nyaman ya bilang \"Kenapa masyarakat gk adu banding sama ini sama itu... \""
"4940"	"Nyari petaka ajah..."
"4941"	"Nyawa yang milih kenapa ?"
"4942"	"Nyenyenye"
"4943"	"Nyesel gak yg dulu milih wali kota ini?"
"4944"	"Nyimak BOEDOET 52 AZHEM...di Mata Najwa...👍👍👍"
"4945"	"nyinyir aja Mbak...lhawong masih belum usai..dibangun kok udah dikomentari....mending lihat voice of baceprot"
"4946"	"Nyolot x pak gubernur ini... 😁😁😁"
"4947"	"Oh ini gubenur yg ada kasus anak kecil meninggal di lubang bekas galian tambang, malah bilang \"udh nasibnya\" pas di film dokumenter sexy killers 🙄🙄🙄  sumpah itu film udh lama tapi bnr membuka mata gue, membekas di hati."
"4948"	"Oh ini mah gubernur gemblung, inget pas ngomong di whatcdoc"
"4949"	"Oh ini yang bilang korban di bekas galian kasihan udah nasibnya ?☺️"
"4950"	"Ohh,,,bapak gubernur bapak udah liyat lapanggan kh???"
"4951"	"oligarki berjalan mulus liat tuh para penguasa tambang beserta pemiliknya yg berasal dari kalangan pemda dan keluarganya...."
"4952"	"Omongan pak gub cuma cari aman aja, bukan contoh pemimpin"
"4953"	"Oo jadi menelusuri ini toh mba nana sempat joging di lapangan Merdeka balikpapan,, bukan tdk mendukung program presiden cuman takut aja yee kota\" Sekitar ikn nnti kena imbasnya gtu . Balikpapan sdh menjadi kota ternyaman saat ini tolong jaga hutan tolong evaluasi untuk mencegah banjir cepat surut"
"4954"	"Oo. banjir juga,mirip Jakarta juga dong?"
"4955"	"Oo. banjir juga,mirip Jakarta juga dong?"
"4956"	"Ooh Kaik"
"4957"	"Optimis saja... presiden pasti mampu menangani semua problem efek dari rencana pembangunan IKN"
"4958"	"Orang atas mah enk aja mau pindah kmna aja bawa duit. Coba pkirin yg susah makin susah"
"4959"	"Orang di jawa sangat senang kalau gak jadi pindah ibukota..kalau mau adil ibukota harus ditengah indonesia"
"4960"	"Orang kalimantan akn di jajah orang Jawa 🤣😂😅 kasian deh luuuu"
"4961"	"Orang kayak begini dulu kok dipilih to luuuur nggak ada berpihak utk rakyat"
"4962"	"Orang kayak gitu kok jadi gubernur,"
"4963"	"Orang orang pesimis hanya akan menghambat kemajuan bangsa dan negara,"
"4964"	"Orang utan jadi orang kota"
"4965"	"Orang2 kita blum siap untuk menerima menjadi negara maju
akan terus tertinggal dgn negara tetangga
dan ini akan terus berlanjut"
"4966"	"Org suka nggedabrus jdi penguasa. Rakyat yg repot."
"4967"	"Otak aja harus di pindah dulu baru properti😂😂😂"
"4968"	"over nih pak gubernur wkwk"
"4969"	"Pa Dedi Mulyadi harus kroscek ke lapangan bakalan rame kayanya"
"4970"	"Pada saat menjadi hutan, memang menjadi resapan ketika menjadi hutan beton, tinggal menunggu dampaknya"
"4971"	"Padahal masalah besar di sana AIR BERSIH. Buat bendungan butuh planning yg matang. Kok masalahnya sekarang Banjir... ???"
"4972"	"Pak Anies - Najwa Shihab for the next presiden"
"4973"	"Pak Gub, najwa sihab ikutan klompok yg tdk setuju IKN di Kaltim"
